,day_of_week,month,quarter,year,business_day,PRCP,TMAX,TMIN,TSUN,AWND,WDF5,WSF2,t_minmax,mean_wind_speed,max_value_wind_speed,max_hour_wind_speed,max_value_wind_direction,max_hour_wind_direction,mean_temp,max_value_temp,max_hour_temp,mean_humidity,max_value_humidity,max_hour_humidity,mean_radiation,max_value_radiation,max_hour_radiation,mean_uv_radiation,max_value_uv_radiation,max_hour_uv_radiation,mean_pressure,max_value_pressure,max_hour_pressure,wind_north,wind_south,wind_east,wind_west
2005-11-24,4,11,4,2005,1,0,73,52,,1.12,260.0,6.9,21,2.820833,6.1,16.0,266.0,17.0,17.453703888888885,24.444444444444443,10.0,64.458333,87.0,22.0,,,,,,,,,,0.0,0.0,0.0,1.0
2005-11-25,5,11,4,2005,1,0,68,55,,1.34,250.0,8.1,13,2.8125,6.9,15.0,360.0,18.0,15.462962777777781,21.11111111111111,13.0,79.208333,92.0,3.0,,,,,,,,,,0.0,1.0,0.0,0.0
2005-11-26,6,11,4,2005,0,0,68,53,,6.49,330.0,17.9,15,6.041667,12.2,14.0,316.0,9.0,15.879629444444447,20.0,13.0,49.75,88.0,2.0,,,,,,,,,,0.0,1.0,0.0,0.0
2005-11-27,7,11,4,2005,0,0,68,45,,2.46,330.0,15.0,23,3.145833,8.7,0.0,344.0,20.0,14.745370555555553,21.666666666666668,13.0,22.208333,45.0,6.0,,,,,,,,,,0.0,0.0,0.0,1.0
2005-11-28,1,11,4,2005,1,0,69,47,,1.79,280.0,8.9,22,4.154167,7.8,15.0,344.0,19.0,13.75,22.77777777777778,13.0,30.916667,50.0,21.0,,,,,,,,,,0.0,0.0,0.0,1.0
2005-11-29,2,11,4,2005,1,0,66,46,,1.34,270.0,6.9,20,3.2875,5.2,4.0,306.0,18.0,13.680555555555555,20.555555555555557,11.0,54.375,84.0,19.0,,,,,,,,,,0.0,0.0,0.0,1.0
2005-11-30,3,11,4,2005,1,0,68,52,,0.67,250.0,6.9,16,3.104167,5.2,5.0,338.0,19.0,14.398148333333332,21.11111111111111,12.0,72.0,84.0,22.0,,,,,,,,,,0.0,0.0,0.0,1.0
2005-12-01,4,12,4,2005,1,0,66,52,,1.34,270.0,8.1,14,3.316667,6.9,16.0,263.0,18.0,14.490740555555558,20.0,14.0,77.416667,88.0,20.0,,,,,,,,,,0.0,1.0,0.0,0.0
2005-12-02,5,12,4,2005,1,1,63,57,,0.89,260.0,8.1,6,2.708333,6.9,15.0,359.0,22.0,14.907407222222226,17.77777777777778,10.0,80.875,92.0,21.0,,,,,,,,,,0.0,1.0,0.0,0.0
2005-12-03,6,12,4,2005,0,0,68,48,,3.36,330.0,12.1,20,2.775,6.9,3.0,359.0,1.0,14.375,22.22222222222222,14.0,44.25,64.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0
2005-12-04,7,12,4,2005,0,0,69,43,,0.89,120.0,6.0,26,2.779167,5.2,23.0,209.0,13.0,13.379629444444447,22.77777777777778,14.0,38.541667,62.0,6.0,,,,,,,,,,0.0,0.0,0.0,1.0
2005-12-05,1,12,4,2005,1,0,69,46,,1.12,270.0,8.1,23,3.495833,6.1,6.0,348.0,17.0,13.495370555555553,22.77777777777778,12.0,33.125,52.0,4.0,,,,,,,,,,0.0,0.0,0.0,1.0
2005-12-06,2,12,4,2005,1,0,70,45,,2.24,270.0,8.1,25,3.504167,6.1,14.0,335.0,18.0,13.88888888888889,23.333333333333332,13.0,32.458333,48.0,23.0,,,,,,,,,,0.0,0.0,0.0,1.0
2005-12-07,3,12,4,2005,1,0,70,43,,0.89,240.0,6.9,27,3.308333,6.9,15.0,298.0,18.0,14.097222222222221,23.88888888888889,14.0,43.541667,66.0,19.0,,,,,,,,,,0.0,0.0,0.0,1.0
2005-12-08,4,12,4,2005,1,0,67,50,,0.89,110.0,6.9,17,3.65,6.1,5.0,345.0,16.0,15.902777777777779,20.0,12.0,34.208333,59.0,0.0,,,,,,,,,,0.0,0.0,0.0,1.0
2005-12-09,5,12,4,2005,1,1,72,52,,2.01,50.0,8.9,20,3.1,6.1,6.0,355.0,18.0,16.203703888888885,23.88888888888889,14.0,50.291667,78.0,6.0,,,,,,,,,,0.0,0.0,0.0,1.0
2005-12-10,6,12,4,2005,0,0,74,53,,1.12,40.0,6.0,21,3.358333,6.1,2.0,322.0,17.0,16.71296277777778,25.0,15.0,38.291667,53.0,0.0,,,,,,,,,,0.0,0.0,0.0,1.0
2005-12-11,7,12,4,2005,0,0,72,53,,0.45,270.0,6.9,19,3.420833,5.2,0.0,326.0,18.0,16.41203722222222,23.88888888888889,12.0,38.916667,61.0,20.0,,,,,,,,,,0.0,0.0,0.0,1.0
2005-12-12,1,12,4,2005,1,0,66,46,,1.12,250.0,8.1,20,3.391667,5.2,7.0,341.0,21.0,13.518518333333336,20.0,12.0,62.458333,85.0,21.0,,,,,,,,,,0.0,1.0,0.0,0.0
2005-12-13,2,12,4,2005,1,0,63,48,,0.89,270.0,8.1,15,3.104167,6.9,15.0,307.0,19.0,12.523148333333332,18.333333333333332,12.0,74.625,85.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0
2005-12-14,3,12,4,2005,1,0,65,46,,0.89,270.0,6.9,19,3.0375,6.1,15.0,359.0,21.0,12.777777777777779,20.0,13.0,73.083333,86.0,1.0,,,,,,,,,,0.0,1.0,0.0,0.0
2005-12-15,4,12,4,2005,1,0,63,50,,1.34,280.0,8.1,13,3.429167,6.9,14.0,358.0,20.0,12.685185000000002,18.88888888888889,12.0,75.625,87.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0
2005-12-16,5,12,4,2005,1,0,61,47,,0.67,270.0,6.9,14,3.095833,5.2,7.0,322.0,21.0,11.805555555555555,17.22222222222222,12.0,71.458333,82.0,1.0,,,,,,,,,,0.0,1.0,0.0,0.0
2005-12-17,6,12,4,2005,0,0,59,51,,1.12,70.0,6.9,8,2.75,6.1,9.0,192.0,17.0,12.847222222222221,15.555555555555555,11.0,72.666667,82.0,4.0,,,,,,,,,,0.0,0.0,0.0,1.0
2005-12-18,7,12,4,2005,0,0,62,52,,1.12,70.0,8.1,10,2.391667,6.1,17.0,328.0,19.0,13.379629444444447,17.77777777777778,14.0,69.5,81.0,4.0,,,,,,,,,,0.0,0.0,0.0,1.0
2005-12-19,1,12,4,2005,1,0,74,48,,0.67,350.0,6.0,26,3.795833,6.1,5.0,335.0,17.0,15.879629444444447,24.444444444444443,15.0,61.208333,80.0,0.0,,,,,,,,,,0.0,0.0,0.0,1.0
2005-12-20,2,12,4,2005,1,0,77,57,,1.79,40.0,6.9,20,3.941667,6.9,21.0,360.0,16.0,19.49074055555555,28.333333333333332,13.0,43.541667,55.0,0.0,,,,,,,,,,0.0,0.0,0.0,1.0
2005-12-21,3,12,4,2005,1,0,81,56,,0.67,280.0,6.9,25,2.85,6.1,14.0,360.0,18.0,20.069444444444443,30.0,12.0,42.916667,58.0,21.0,,,,,,,,,,0.0,0.0,0.0,1.0
2005-12-22,4,12,4,2005,1,0,73,53,,1.12,270.0,8.1,20,2.745833,7.8,14.0,350.0,2.0,17.083333333333332,24.444444444444443,13.0,64.5,89.0,23.0,,,,,,,,,,0.0,1.0,0.0,0.0
2005-12-23,5,12,4,2005,1,0,72,58,,0.45,260.0,6.9,14,2.316667,5.2,15.0,337.0,18.0,17.33796277777778,25.0,13.0,76.625,92.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0
2005-12-24,6,12,4,2005,0,0,80,52,,1.34,270.0,6.9,28,3.6125,6.9,5.0,263.0,21.0,18.287037222222224,30.0,12.0,61.375,93.0,23.0,,,,,,,,,,0.0,0.0,0.0,1.0
2005-12-25,7,12,4,2005,0,0,63,53,,1.79,260.0,8.1,10,2.933333,6.1,15.0,339.0,8.0,13.773148333333332,18.333333333333332,12.0,81.916667,94.0,1.0,,,,,,,,,,0.0,1.0,0.0,0.0
2005-12-26,1,12,4,2005,1,1,63,53,,1.57,260.0,8.1,10,3.141667,11.3,9.0,353.0,23.0,13.842592777777774,16.666666666666668,14.0,85.041667,90.0,9.0,,,,,,,,,,0.0,1.0,0.0,0.0
2005-12-27,2,12,4,2005,1,0,65,51,,1.12,250.0,6.9,14,2.820833,6.9,16.0,352.0,21.0,14.120370555555553,20.555555555555557,13.0,78.375,89.0,1.0,,,,,,,,,,0.0,1.0,0.0,0.0
2005-12-28,3,12,4,2005,1,0,63,50,,1.79,250.0,6.9,13,2.4875,5.2,15.0,359.0,0.0,13.032407222222226,16.666666666666668,14.0,82.958333,89.0,0.0,,,,,,,,,,0.0,0.0,0.0,1.0
2005-12-29,4,12,4,2005,1,0,65,52,,1.12,270.0,10.1,13,3.325,7.8,14.0,338.0,20.0,13.842592777777774,20.0,13.0,75.958333,86.0,3.0,,,,,,,,,,0.0,0.0,0.0,1.0
2005-12-30,5,12,4,2005,1,0,65,49,,0.89,230.0,8.1,16,2.6375,6.1,14.0,319.0,19.0,13.541666666666666,18.88888888888889,12.0,70.125,85.0,0.0,,,,,,,,,,0.0,0.0,0.0,1.0
2005-12-31,6,12,4,2005,0,1,59,50,,2.46,240.0,8.1,9,2.820833,6.1,14.0,360.0,20.0,12.199073888888892,14.444444444444445,18.0,87.375,93.0,15.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-01-01,7,1,1,2006,0,1,60,53,,4.03,80.0,12.1,7,4.804167,11.3,22.0,343.0,0.0,13.078703888888887,15.0,13.0,85.166667,92.0,0.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-01-02,1,1,1,2006,1,1,61,53,,5.82,210.0,17.9,8,6.883333,13.9,10.0,270.0,19.0,13.634259444444442,15.555555555555555,13.0,85.25,92.0,2.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-01-03,2,1,1,2006,1,0,62,47,,1.57,270.0,10.1,15,2.8875,6.9,16.0,339.0,0.0,12.291666666666666,17.77777777777778,13.0,77.416667,90.0,4.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-01-04,3,1,1,2006,1,0,75,47,,1.12,10.0,6.0,28,3.608333,5.2,7.0,346.0,11.0,16.08796277777778,25.0,14.0,55.583333,81.0,0.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-01-05,4,1,1,2006,1,0,82,53,,1.57,30.0,6.9,29,3.970833,7.8,23.0,316.0,17.0,19.72222222222222,30.0,13.0,42.541667,64.0,4.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-01-06,5,1,1,2006,1,0,85,56,,2.01,260.0,8.1,29,4.725,7.8,1.0,329.0,17.0,20.671296111111108,32.22222222222222,14.0,33.625,54.0,23.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-01-07,6,1,1,2006,0,0,72,50,,1.34,320.0,6.9,22,3.0625,5.2,5.0,330.0,6.0,16.25,24.444444444444443,12.0,49.75,72.0,23.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-01-08,7,1,1,2006,0,0,68,46,,1.12,260.0,6.0,22,2.779167,4.3,3.0,210.0,14.0,14.189814999999998,21.666666666666668,12.0,64.291667,79.0,6.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-01-09,1,1,1,2006,1,0,76,48,,1.12,40.0,8.1,28,3.270833,6.1,9.0,314.0,14.0,17.060185000000004,26.666666666666668,13.0,41.875,68.0,2.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-01-10,2,1,1,2006,1,0,74,51,,2.01,260.0,8.1,23,4.154167,6.9,5.0,265.0,13.0,16.134259444444442,25.555555555555557,13.0,35.875,54.0,23.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-01-11,3,1,1,2006,1,0,68,46,,1.12,270.0,8.1,22,3.033333,5.2,4.0,357.0,20.0,14.212962777777781,21.666666666666668,12.0,51.666667,74.0,23.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-01-12,4,1,1,2006,1,0,69,48,,0.89,270.0,6.0,21,2.525,4.3,7.0,311.0,19.0,14.699073888888892,22.77777777777778,14.0,65.916667,82.0,2.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-01-13,5,1,1,2006,1,0,71,47,,1.79,220.0,6.0,24,3.829167,6.1,14.0,247.0,17.0,14.884259444444442,22.77777777777778,12.0,63.541667,84.0,23.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-01-14,6,1,1,2006,0,1,58,49,,1.34,260.0,6.9,9,2.9,6.1,17.0,356.0,21.0,11.944444444444445,12.777777777777779,2.0,84.916667,90.0,23.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-01-15,7,1,1,2006,0,0,61,43,,3.58,340.0,17.0,18,5.5625,12.2,14.0,350.0,3.0,11.412037222222219,16.11111111111111,12.0,54.833333,90.0,0.0,,,,,,,,,,0.0,0.0,1.0,0.0
2006-01-16,1,1,1,2006,1,0,66,45,,3.13,320.0,13.0,21,3.833333,11.3,0.0,348.0,4.0,13.217592777777774,20.0,13.0,37.5,52.0,22.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-01-17,2,1,1,2006,1,0,69,45,,1.79,280.0,8.1,24,4.070833,7.8,14.0,339.0,20.0,13.912037222222219,22.77777777777778,12.0,39.625,60.0,23.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-01-18,3,1,1,2006,1,0,61,46,,0.89,250.0,8.9,15,3.25,7.8,15.0,359.0,22.0,12.083333333333334,17.77777777777778,12.0,70.291667,85.0,23.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-01-19,4,1,1,2006,1,0,62,48,,4.92,300.0,13.0,14,5.895833,10.4,7.0,353.0,0.0,12.708333333333334,16.666666666666668,12.0,50.458333,88.0,1.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-01-20,5,1,1,2006,1,0,67,41,,2.01,270.0,10.1,26,4.404167,8.7,14.0,355.0,11.0,11.851851666666668,20.0,12.0,40.583333,55.0,5.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-01-21,6,1,1,2006,0,0,69,41,,1.57,170.0,6.9,28,3.2875,6.1,2.0,209.0,16.0,13.148148333333332,22.77777777777778,13.0,38.333333,54.0,0.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-01-22,7,1,1,2006,0,0,71,45,,2.68,40.0,12.1,26,4.4375,9.6,16.0,283.0,14.0,14.976851666666668,23.333333333333332,12.0,30.541667,52.0,5.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-01-23,1,1,1,2006,1,0,74,49,,3.13,340.0,12.1,25,3.7625,10.4,13.0,354.0,17.0,17.245370555555553,23.333333333333332,11.0,17.125,30.0,6.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-01-24,2,1,1,2006,1,0,76,47,,1.57,130.0,12.1,29,3.4,6.9,17.0,265.0,12.0,15.949073888888892,25.555555555555557,14.0,38.958333,75.0,21.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-01-25,3,1,1,2006,1,0,63,52,,2.01,270.0,8.1,11,3.329167,5.2,13.0,238.0,16.0,13.194444444444445,17.77777777777778,12.0,67.0,84.0,23.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-01-26,4,1,1,2006,1,0,64,50,,2.91,260.0,8.9,14,4.179167,7.8,14.0,307.0,23.0,13.032407222222226,18.333333333333332,12.0,69.708333,86.0,1.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-01-27,5,1,1,2006,1,0,66,46,,3.8,290.0,14.1,20,4.0875,11.3,15.0,358.0,7.0,13.078703888888887,19.444444444444443,14.0,60.416667,85.0,4.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-01-28,6,1,1,2006,0,0,65,50,,1.79,260.0,8.9,15,3.541667,6.1,7.0,355.0,21.0,12.939814999999998,20.0,13.0,66.833333,84.0,21.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-01-29,7,1,1,2006,0,0,64,49,,1.34,260.0,8.9,15,2.925,6.9,16.0,360.0,21.0,12.893518333333336,20.0,14.0,72.791667,89.0,6.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-01-30,1,1,1,2006,1,0,63,47,,2.01,280.0,8.9,16,3.295833,6.9,13.0,279.0,20.0,12.824073888888892,18.88888888888889,10.0,74.5,84.0,21.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-01-31,2,1,1,2006,1,0,64,51,,2.24,260.0,8.9,13,2.879167,6.1,13.0,335.0,19.0,14.259259444444442,20.0,12.0,69.166667,84.0,6.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-02-01,3,2,1,2006,1,0,68,49,,0.67,280.0,8.9,19,2.775,6.1,14.0,359.0,20.0,14.050926111111108,21.11111111111111,13.0,66.458333,80.0,6.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-02-02,4,2,1,2006,1,0,67,48,,0.89,260.0,6.0,19,2.275,4.3,15.0,266.0,20.0,14.212962777777781,20.555555555555557,14.0,74.041667,86.0,23.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-02-03,5,2,1,2006,1,0,74,50,,1.57,150.0,6.9,24,2.995833,6.9,16.0,351.0,1.0,16.041666666666668,27.77777777777778,13.0,73.541667,91.0,23.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-02-04,6,2,1,2006,0,0,66,54,,0.67,270.0,6.9,12,2.304167,5.2,18.0,359.0,9.0,14.699073888888892,21.11111111111111,12.0,78.375,91.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-02-05,7,2,1,2006,0,0,82,52,,0.22,130.0,6.0,30,2.816667,5.2,7.0,350.0,21.0,19.12037055555556,30.0,13.0,53.208333,81.0,0.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-02-06,1,2,1,2006,1,0,80,50,,0.67,270.0,6.0,30,3.454167,5.2,0.0,354.0,16.0,18.541666666666668,28.88888888888889,15.0,34.666667,72.0,0.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-02-07,2,2,1,2006,1,0,82,54,,1.57,270.0,6.9,28,4.041667,6.1,1.0,350.0,18.0,19.212962777777776,29.444444444444443,13.0,23.875,38.0,3.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-02-08,3,2,1,2006,1,0,82,49,,0.0,40.0,2.9,33,3.2375,6.9,0.0,359.0,17.0,18.72685166666666,30.555555555555557,14.0,26.416667,40.0,23.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-02-09,4,2,1,2006,1,0,85,48,,1.34,280.0,8.9,37,4.3625,7.8,13.0,290.0,18.0,18.77314833333334,31.11111111111111,12.0,37.708333,90.0,23.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-02-10,5,2,1,2006,1,0,72,52,,1.57,250.0,8.9,20,3.033333,7.8,15.0,296.0,23.0,14.953703888888887,24.444444444444443,14.0,74.166667,92.0,2.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-02-11,6,2,1,2006,0,0,73,53,,0.89,270.0,6.9,20,3.3875,7.8,14.0,355.0,0.0,16.342592777777774,26.11111111111111,12.0,71.083333,94.0,5.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-02-12,7,2,1,2006,0,0,84,50,,0.45,230.0,6.9,34,4.725,7.8,6.0,292.0,11.0,19.88425944444445,30.555555555555557,14.0,31.583333,64.0,0.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-02-13,1,2,1,2006,1,0,86,56,,1.34,270.0,8.1,30,4.908333,7.8,15.0,312.0,11.0,20.34722222222222,31.666666666666668,13.0,25.375,43.0,23.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-02-14,2,2,1,2006,1,0,69,52,,2.24,170.0,8.1,17,3.320833,6.9,15.0,196.0,1.0,15.092592777777774,21.11111111111111,13.0,60.75,73.0,17.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-02-15,3,2,1,2006,1,0,61,52,,2.24,270.0,8.1,9,4.233333,6.1,7.0,233.0,9.0,13.703703888888887,16.666666666666668,13.0,64.375,78.0,5.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-02-16,4,2,1,2006,1,0,61,45,,1.79,280.0,8.1,16,3.6375,7.8,16.0,360.0,23.0,11.296296111111113,16.11111111111111,12.0,50.083333,66.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-02-17,5,2,1,2006,1,1,60,44,,1.57,270.0,10.1,16,3.8,6.9,14.0,346.0,23.0,10.740740555555558,15.555555555555555,11.0,62.375,83.0,23.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-02-18,6,2,1,2006,0,1,58,43,,1.12,260.0,10.1,15,3.904167,7.8,14.0,348.0,9.0,9.583333333333334,14.444444444444445,13.0,68.375,88.0,4.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-02-19,7,2,1,2006,0,1,57,43,,2.24,280.0,10.1,14,4.508333,8.7,16.0,357.0,21.0,9.722222222222221,14.444444444444445,11.0,66.208333,83.0,1.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-02-20,1,2,1,2006,1,0,59,41,,1.57,280.0,8.9,18,4.108333,8.7,16.0,329.0,21.0,9.699073888888892,16.666666666666668,12.0,58.958333,78.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-02-21,2,2,1,2006,1,0,66,43,,2.01,260.0,10.1,23,3.433333,6.9,13.0,357.0,12.0,12.083333333333334,18.88888888888889,15.0,44.875,72.0,3.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-02-22,3,2,1,2006,1,0,67,43,,1.34,270.0,8.1,24,3.741667,6.9,15.0,347.0,19.0,12.592592777777774,20.0,12.0,41.916667,60.0,4.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-02-23,4,2,1,2006,1,0,70,45,,1.12,270.0,8.9,25,4.0375,7.8,16.0,325.0,20.0,14.259259444444442,22.22222222222222,10.0,47.208333,73.0,23.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-02-24,5,2,1,2006,1,0,67,46,,1.34,270.0,8.1,21,3.495833,6.9,12.0,317.0,22.0,13.726851666666668,20.555555555555557,11.0,64.625,87.0,22.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-02-25,6,2,1,2006,0,0,72,49,,1.12,260.0,8.1,23,2.85,6.9,14.0,292.0,18.0,15.393518333333336,25.0,12.0,62.0,88.0,4.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-02-26,7,2,1,2006,0,0,75,53,,0.89,220.0,8.1,22,3.216667,6.1,14.0,331.0,20.0,17.569444444444443,25.0,12.0,40.583333,69.0,1.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-02-27,1,2,1,2006,1,1,67,50,,3.13,110.0,10.1,17,3.325,7.8,21.0,257.0,14.0,14.305555555555555,18.88888888888889,10.0,58.625,90.0,22.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-02-28,2,2,1,2006,1,1,65,51,,2.24,270.0,13.0,14,4.145833,10.4,3.0,353.0,22.0,14.652777777777779,19.444444444444443,11.0,76.333333,93.0,2.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-03-01,3,3,1,2006,1,0,67,47,,2.24,270.0,8.9,20,3.3875,7.8,16.0,360.0,23.0,13.009259444444442,20.555555555555557,12.0,68.666667,83.0,2.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-03-02,4,3,1,2006,1,0,64,46,,2.01,270.0,12.1,18,4.116667,8.7,14.0,306.0,21.0,12.592592777777774,18.88888888888889,11.0,68.458333,83.0,20.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-03-03,5,3,1,2006,1,1,59,47,,2.91,270.0,12.1,12,4.4,8.7,10.0,334.0,19.0,11.296296111111113,14.444444444444445,13.0,74.625,87.0,6.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-03-04,6,3,1,2006,0,0,62,42,,1.34,280.0,8.9,20,3.366667,6.9,16.0,318.0,20.0,11.157407222222226,18.333333333333332,13.0,65.791667,83.0,3.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-03-05,7,3,1,2006,0,0,65,44,,1.34,270.0,10.1,21,3.458333,7.8,17.0,335.0,20.0,12.5,20.0,11.0,63.791667,81.0,3.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-03-06,1,3,1,2006,1,1,63,50,,2.01,90.0,8.1,13,3.1125,5.2,20.0,276.0,0.0,12.754629444444447,17.77777777777778,12.0,73.25,91.0,21.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-03-07,2,3,1,2006,1,0,63,51,,2.46,270.0,14.1,12,4.695833,11.3,14.0,311.0,22.0,13.819444444444445,17.22222222222222,12.0,71.958333,91.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-03-08,3,3,1,2006,1,0,68,48,,2.24,240.0,10.1,20,3.0,6.9,14.0,358.0,0.0,13.634259444444442,20.555555555555557,12.0,60.458333,80.0,6.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-03-09,4,3,1,2006,1,0,62,51,,2.01,280.0,10.1,11,3.320833,8.7,16.0,249.0,16.0,12.615740555555558,17.77777777777778,12.0,68.916667,77.0,21.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-03-10,5,3,1,2006,1,1,55,43,,3.8,240.0,14.1,12,6.0,11.3,13.0,339.0,3.0,9.537037222222219,11.666666666666666,12.0,63.666667,81.0,23.0,,,,,,,,,,0.0,0.0,1.0,0.0
2006-03-11,6,3,1,2006,0,0,53,43,,3.8,290.0,13.0,10,4.525,10.4,15.0,335.0,9.0,7.939814999999998,11.666666666666666,12.0,70.5,84.0,3.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-03-12,7,3,1,2006,0,0,56,39,,2.24,260.0,8.9,17,4.141667,7.8,14.0,350.0,22.0,8.796296111111113,13.88888888888889,10.0,63.208333,80.0,23.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-03-13,1,3,1,2006,1,0,60,41,,1.79,280.0,10.1,19,3.533333,8.7,15.0,352.0,23.0,10.277777777777779,17.77777777777778,12.0,62.708333,83.0,2.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-03-14,2,3,1,2006,1,0,64,44,,2.01,270.0,10.1,20,4.591667,10.4,14.0,314.0,23.0,12.291666666666666,18.88888888888889,11.0,61.208333,83.0,21.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-03-15,3,3,1,2006,1,0,63,45,,2.01,270.0,8.9,18,3.525,7.8,15.0,351.0,4.0,12.523148333333332,18.88888888888889,12.0,62.208333,80.0,3.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-03-16,4,3,1,2006,1,0,66,47,,1.57,260.0,12.1,19,3.495833,8.7,15.0,279.0,19.0,12.777777777777779,20.555555555555557,12.0,63.916667,82.0,23.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-03-17,5,3,1,2006,1,1,59,49,,2.46,260.0,8.1,10,3.65,6.9,17.0,256.0,20.0,11.666666666666666,14.444444444444445,11.0,76.875,85.0,23.0,,,,,,,,,,0.0,0.0,0.0,1.0
2006-03-18,6,3,1,2006,0,1,61,45,,2.24,270.0,10.1,16,4.054167,9.6,15.0,336.0,2.0,11.550926111111108,16.666666666666668,10.0,67.5,86.0,1.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-03-19,7,3,1,2006,0,0,62,44,,2.46,230.0,13.0,18,4.295833,6.9,0.0,360.0,5.0,11.273148333333332,16.11111111111111,11.0,66.541667,82.0,4.0,,,,,,,,,,0.0,1.0,0.0,0.0
2006-03-20,1,3,1,2006,1,1,62,49,,4.03,200.0,10.1,13,6.095833,10.4,12.0,251.0,23.0,11.412037222222219,15.555555555555555,12.0,69.0,89.0,22.0,,,,,,,,,,0.0,1.0,0.0,0.0
