"STATION","NAME","DATE","AWND","PRCP","TAVG","TMAX","TMIN","WSF2"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-06-11","2.01","0.00",,"91","63","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-06-12","1.79","0.00",,"79","62","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-06-13","2.91","0.00",,"77","62","13.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-06-14","3.36","0.00",,"80","61","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-06-15","1.57","0.00",,"80","62","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-06-16","2.46","0.00",,"76","64","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-06-17","2.01","0.00",,"75","64","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-06-18","2.01","0.00",,"73","63","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-06-19","2.01","0.00",,"76","63","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-06-20","2.24","0.00",,"72","64","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-06-21","2.24","0.00",,"76","64","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-06-22","2.24","0.00",,"80","64","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-06-23","1.34","0.00",,"78","63","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-06-24","2.24","0.00",,"79","62","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-06-25","1.79","0.00",,"78","64","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-06-26","2.24","0.00",,"76","62","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-06-27","2.24","0.00",,"77","62","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-06-28","2.46","0.00",,"72","64","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-06-29","2.46","0.00",,"74","63","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-06-30","1.57","0.00",,"75","61","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-01","1.57","0.00",,"76","63","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-02","2.68","0.00",,"79","64","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-03","1.79","0.00",,"81","61","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-04","2.24","0.00",,"85","64","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-05","1.79","0.00",,"91","64","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-06","0.89","0.00",,"87","65","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-07","1.57","0.00",,"84","65","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-08","1.79","0.00",,"84","64","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-09","1.57","0.00",,"83","64","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-10","1.34","0.00",,"86","63","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-11","1.79","0.00",,"90","65","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-12","2.01","0.00",,"92","68","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-13","1.12","0.00",,"85","66","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-14","2.01","0.00",,"81","64","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-15","2.46","0.00",,"80","63","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-16","2.24","0.00",,"79","63","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-17","2.01","0.00",,"78","63","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-18","1.34","0.00",,"77","62","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-19","1.57","0.00",,"80","62","12.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-20","2.01","0.00",,"79","62","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-21","2.01","0.00",,"81","61","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-22","1.57","0.00",,"74","60","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-23","1.57","0.00",,"76","62","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-24","1.79","0.00",,"79","61","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-25","1.79","0.00",,"80","61","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-26","1.34","0.00",,"77","60","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-27","1.34","0.00",,"75","61","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-28","2.01","0.00",,"77","61","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-29","1.12","0.00",,"78","61","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-30","1.12","0.00",,"83","61","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-07-31","1.12","0.00",,"89","64","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-01","1.12","0.00",,"91","62","6.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-02","0.89","0.00",,"88","66","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-03","1.34","0.00",,"84","67","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-04","0.89","0.00",,"79","67","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-05","2.01","0.00",,"78","64","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-06","0.89","0.00",,"80","65","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-07","2.24","0.00",,"80","64","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-08","1.79","0.00",,"81","63","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-09","2.01","0.00",,"80","61","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-10","1.57","0.00",,"78","62","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-11","1.57","0.00",,"77","61","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-12","1.34","0.00",,"86","60","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-13","1.34","0.00",,"88","66","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-14","1.34","0.00",,"93","70","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-15","0.89","0.00",,"98","73","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-16","1.57","0.00",,"95","73","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-17","1.12","0.00",,"89","72","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-18","1.12","0.00",,"97","72","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-19","1.34","0.00",,"94","75","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-20","1.79","0.00",,"94","73","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-21","1.57","0.00",,"91","73","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-22","1.57","0.00",,"96","73","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-23","1.79","0.00",,"91","73","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-24","2.68","0.00",,"81","70","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-25","1.34","0.00",,"86","69","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-26","1.79","0.00",,"87","66","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-27","0.89","0.00",,"89","67","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-28","1.12","0.00",,"86","63","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-29","2.01","0.00",,"80","63","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-30","2.01","0.00",,"79","63","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-08-31","1.79","0.00",,"77","64","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-09-01","2.24","0.00",,"79","65","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-09-02","1.12","0.00",,"80","63","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-09-03","1.12","0.00",,"84","65","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-09-04","1.57","0.00",,"87","66","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-09-05","1.12","0.00",,"99","69","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-09-06","1.12","0.00",,"111","77","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-09-07","1.12","0.00",,"87","72","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-09-08","1.12","0.00",,"80","71","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-09-09","1.79","0.00",,"83","67","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-09-10","0.22","0.00",,"80","63","6.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-09-11","1.12","0.00",,"84","62","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-09-12","1.12","0.00",,"82","63","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-09-13","1.12","0.00",,"85","61","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-09-14","0.89","0.00",,"86","62","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-09-15","1.57","0.00",,"87","63","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-09-16","1.12","0.00",,"93","63","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-09-17","1.12","0.00",,"93","63","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-09-18","1.57","0.00",,"96","66","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-09-19","1.12","0.00",,"87","66","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-09-20","1.12","0.00",,"82","62","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-09-21","1.57","0.00",,"81","66","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-09-22","1.12","0.00",,"82","65","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-09-23","0.89","0.00",,"85","63","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-09-24","0.67","0.00",,"87","63","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-09-25","0.89","0.00",,"82","66","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-09-26","0.89","0.00",,"81","66","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-09-27","1.34","0.00",,"82","68","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-09-28","1.12","0.00",,"86","66","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-09-29","1.34","0.00",,"93","66","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-09-30","1.12","0.00",,"103","68","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-01","0.89","0.00",,"101","68","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-02","0.67","0.00",,"99","70","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-03","0.89","0.00",,"94","68","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-04","0.45","0.00",,"94","66","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-05","0.67","0.00",,"90","66","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-06","0.22","0.00",,"88","63","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-07","1.34","0.00",,"80","63","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-08","1.34","0.00",,"77","65","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-09","1.34","0.00",,"75","64","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-10","0.67","0.00",,"77","66","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-11","1.34","0.00",,"79","63","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-12","0.89","0.00",,"90","63","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-13","1.12","0.00",,"94","65","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-14","0.89","0.00",,"93","64","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-15","1.34","0.00",,"92","66","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-16","0.89","0.00",,"92","65","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-17","1.12","0.00",,"87","66","6.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-18","1.12","0.00",,"81","65","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-19","1.12","0.00",,"78","64","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-20","1.34","0.00",,"78","65","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-21","0.89","0.00",,"75","66","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-22","0.45","0.00",,"72","64","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-23","1.12","0.00",,"73","63","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-24","0.89","0.00",,"71","65","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-25","1.34","0.00",,"70","60","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-26","0.67","0.00",,"73","56","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-27","1.34","0.00",,"77","52","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-28","1.34","0.00",,"77","55","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-29","0.67","0.00",,"83","56","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-30","0.45","0.00",,"83","55","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-10-31","0.45","0.00",,"84","55","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-11-01","1.12","0.00",,"85","57","6.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-11-02","1.12","0.00",,"76","58","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-11-03","0.45","0.00",,"77","60","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-11-04","1.12","0.00",,"81","57","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-11-05","0.67","0.00",,"91","59","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-11-06","2.46","0.00",,"76","58","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-11-07","2.91","0.11",,"62","53","13.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-11-08","3.80","0.00",,"62","49","15.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-11-09","1.12","0.00",,"64","47","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-11-10","1.57","0.00",,"67","47","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-11-11","1.12","0.00",,"68","47","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-11-12","1.12","0.00",,"70","47","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-11-13","0.67","0.00",,"68","49","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-11-14","1.57","0.00",,"68","51","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-11-15","1.12","0.00",,"85","52","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-11-16","2.01","0.00",,"91","59","6.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-11-17","0.67","0.00",,"80","54","6.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-11-18","0.89","0.00",,"68","54","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-11-19","1.34","0.00",,"69","54","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-11-20","0.45","0.00",,"75","51","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-11-21","0.89","0.00",,"78","52","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-11-22","0.45","0.00",,"73","52","6.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-11-23","0.89","0.00",,"65","53","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-11-24","0.22","0.00",,"70","52","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-11-25","1.12","0.00",,"66","49","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-11-26","0.89","0.00",,"69","50","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-11-27","1.12","0.00",,"69","44","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-11-28","1.79","0.00",,"74","47","6.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-11-29","1.57","0.00",,"77","50","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-11-30","1.57","0.00",,"79","52","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-01","0.22","0.00",,"79","48","6.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-02","0.89","0.00",,"80","48","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-03","0.67","0.00",,"74","47","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-04","2.01","0.00",,"74","49","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-05","0.67","0.00",,"74","46","6.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-06","0.89","0.00",,"73","46","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-07","0.00","0.00",,"76","46","2.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-08","0.45","0.00",,"82","53","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-09","1.57","0.00",,"74","53","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-10","1.57","0.00",,"65","50","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-11","0.67","0.00",,"63","50","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-12","1.34","0.00",,"69","49","12.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-13","1.12","0.00",,"70","50","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-14","2.46","0.00",,"66","52","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-15","0.22","0.00",,"70","47","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-16","1.12","0.00",,"73","47","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-17","1.12","0.00",,"64","51","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-18","0.45","0.00",,"67","49","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-19","0.67","0.00",,"71","45","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-20","2.01","0.00",,"80","48","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-21","2.24","0.00",,"84","57","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-22","1.12","0.00",,"71","50","6.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-23","0.89","0.00",,"70","51","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-24","2.01","0.02",,"66","54","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-25","1.57","0.00",,"75","52","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-26","0.67","0.00",,"69","46","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-27","1.12","0.01",,"66","55","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-28","4.70","1.81",,"56","47","14.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-29","1.57","0.00",,"65","42","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-30","0.45","0.00",,"69","44","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2020-12-31","1.57","0.00",,"70","43","12.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-01","0.22","0.00",,"70","45","6.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-02","0.45","0.00",,"66","47","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-03","1.12","0.00",,"64","50","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-04","0.89","0.00",,"62","48","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-05","0.67","0.00",,"63","48","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-06","0.22","0.00",,"72","48","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-07","0.89","0.00",,"75","45","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-08","1.12","0.00",,"68","46","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-09","1.34","0.00",,"74","49","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-10","1.12","0.00",,"72","47","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-11","0.67","0.00",,"74","46","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-12","1.12","0.00",,"72","48","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-13","0.89","0.00",,"75","48","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-14","0.45","0.00",,"83","50","6.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-15","0.00","0.00",,"88","52","4.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-16","0.00","0.00",,"88","54","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-17","0.45","0.00",,"86","54","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-18","0.67","0.00",,"79","53","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-19","2.91","0.00",,"71","56","16.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-20","0.89","0.00",,"77","53","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-21","1.12","0.00",,"71","53","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-22","2.68","0.00",,"64","51","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-23","1.57","0.38",,"56","48","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-24","2.24","0.07",,"60","43","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-25","2.68","0.29",,"56","43","15.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-26","1.79","0.00",,"58","40","6.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-27","4.25","0.00",,"61","50","13.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-28","3.13","0.98",,"65","46","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-29","0.67","0.72",,"54","46","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-30","0.89","0.00",,"64","44","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-01-31","1.12","0.00",,"71","48","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-02-01","0.89","0.00",,"73","58","6.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-02-02","0.67","0.00",,"71","54","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-02-03","0.89","0.00",,"67","49","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-02-04","0.45","0.00",,"66","52","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-02-05","1.12","0.00",,"69","50","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-02-06","0.89","0.00",,"73","47","6.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-02-07","0.89","0.00",,"69","48","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-02-08","1.34","0.00",,"65","51","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-02-09","1.12","0.00",,"62","54","6.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-02-10","0.67","0.00",,"62","52","8.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-02-11","1.12","0.00",,"68","48","8.9"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-02-12","3.13","0.00",,"70","55","12.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-02-13","2.24","0.00",,"64","54","10.1"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2021-02-14","4.92","0.00",,"71","57","14.1"
